Lv,ATK_Base,ATK_Pow,HP_Base,HP_Pow,DEF_Base,DEF_Pow,HPREC_Base,HPREC_Pow,CR_Base,CR_Pow,ATKT_Base,ATKT_Pow,OFFT,GOLDR,ATKR,OFFA,ATKSP,RCD,UCR_Base,UCR_Pow,ATKB,CD,DEFR,IGNDEF_Base,IGNDEF_Pow
24381,2.963029548,157,,,,,,,,,,,,,,,,,,,,,,,
24382,2.977844695,157,,,,,,,,,,,,,,,,,,,,,,,
24383,2.992733919,157,,,,,,,,,,,,,,,,,,,,,,,
24384,3.007697588,157,,,,,,,,,,,,,,,,,,,,,,,
24385,3.022736076,157,,,,,,,,,,,,,,,,,,,,,,,
24386,3.037849757,157,,,,,,,,,,,,,,,,,,,,,,,
24387,3.053039006,157,,,,,,,,,,,,,,,,,,,,,,,
24388,3.068304201,157,,,,,,,,,,,,,,,,,,,,,,,
24389,3.083645722,157,,,,,,,,,,,,,,,,,,,,,,,
24390,3.09906395,157,,,,,,,,,,,,,,,,,,,,,,,
24391,3.11455927,157,,,,,,,,,,,,,,,,,,,,,,,
24392,3.130132066,157,,,,,,,,,,,,,,,,,,,,,,,
24393,3.145782727,157,,,,,,,,,,,,,,,,,,,,,,,
24394,3.16151164,157,,,,,,,,,,,,,,,,,,,,,,,
24395,3.177319198,157,,,,,,,,,,,,,,,,,,,,,,,
24396,3.193205794,157,,,,,,,,,,,,,,,,,,,,,,,
24397,3.209171823,157,,,,,,,,,,,,,,,,,,,,,,,
24398,3.225217683,157,,,,,,,,,,,,,,,,,,,,,,,
24399,3.241343771,157,,,,,,,,,,,,,,,,,,,,,,,
24400,3.25755049,157,,,,,,,,,,,,,,,,,,,,,,,
24401,3.273838242,157,,,,,,,,,,,,,,,,,,,,,,,
24402,3.290207433,157,,,,,,,,,,,,,,,,,,,,,,,
24403,3.306658471,157,,,,,,,,,,,,,,,,,,,,,,,
24404,3.323191763,157,,,,,,,,,,,,,,,,,,,,,,,
24405,3.339807722,157,,,,,,,,,,,,,,,,,,,,,,,
24406,3.35650676,157,,,,,,,,,,,,,,,,,,,,,,,
24407,3.373289294,157,,,,,,,,,,,,,,,,,,,,,,,
24408,3.390155741,157,,,,,,,,,,,,,,,,,,,,,,,
24409,3.407106519,157,,,,,,,,,,,,,,,,,,,,,,,
24410,3.424142052,157,,,,,,,,,,,,,,,,,,,,,,,
24411,3.441262762,157,,,,,,,,,,,,,,,,,,,,,,,
24412,3.458469076,157,,,,,,,,,,,,,,,,,,,,,,,
24413,3.475761421,157,,,,,,,,,,,,,,,,,,,,,,,
24414,3.493140229,157,,,,,,,,,,,,,,,,,,,,,,,
24415,3.51060593,157,,,,,,,,,,,,,,,,,,,,,,,
24416,3.528158959,157,,,,,,,,,,,,,,,,,,,,,,,
24417,3.545799754,157,,,,,,,,,,,,,,,,,,,,,,,
24418,3.563528753,157,,,,,,,,,,,,,,,,,,,,,,,
24419,3.581346397,157,,,,,,,,,,,,,,,,,,,,,,,
24420,3.599253129,157,,,,,,,,,,,,,,,,,,,,,,,
24421,3.617249394,157,,,,,,,,,,,,,,,,,,,,,,,
24422,3.635335641,157,,,,,,,,,,,,,,,,,,,,,,,
24423,3.653512319,157,,,,,,,,,,,,,,,,,,,,,,,
24424,3.671779881,157,,,,,,,,,,,,,,,,,,,,,,,
24425,3.690138781,157,,,,,,,,,,,,,,,,,,,,,,,
24426,3.708589474,157,,,,,,,,,,,,,,,,,,,,,,,
24427,3.727132422,157,,,,,,,,,,,,,,,,,,,,,,,
24428,3.745768084,157,,,,,,,,,,,,,,,,,,,,,,,
24429,3.764496924,157,,,,,,,,,,,,,,,,,,,,,,,
24430,3.783319409,157,,,,,,,,,,,,,,,,,,,,,,,
24431,3.802236006,157,,,,,,,,,,,,,,,,,,,,,,,
24432,3.821247186,157,,,,,,,,,,,,,,,,,,,,,,,
24433,3.840353422,157,,,,,,,,,,,,,,,,,,,,,,,
24434,3.859555189,157,,,,,,,,,,,,,,,,,,,,,,,
24435,3.878852965,157,,,,,,,,,,,,,,,,,,,,,,,
24436,3.89824723,157,,,,,,,,,,,,,,,,,,,,,,,
24437,3.917738466,157,,,,,,,,,,,,,,,,,,,,,,,
24438,3.937327158,157,,,,,,,,,,,,,,,,,,,,,,,
24439,3.957013794,157,,,,,,,,,,,,,,,,,,,,,,,
24440,3.976798863,157,,,,,,,,,,,,,,,,,,,,,,,
24441,3.996682857,157,,,,,,,,,,,,,,,,,,,,,,,
24442,4.016666272,157,,,,,,,,,,,,,,,,,,,,,,,
24443,4.036749603,157,,,,,,,,,,,,,,,,,,,,,,,
24444,4.056933351,157,,,,,,,,,,,,,,,,,,,,,,,
24445,4.077218018,157,,,,,,,,,,,,,,,,,,,,,,,
24446,4.097604108,157,,,,,,,,,,,,,,,,,,,,,,,
24447,4.118092128,157,,,,,,,,,,,,,,,,,,,,,,,
24448,4.138682589,157,,,,,,,,,,,,,,,,,,,,,,,
24449,4.159376002,157,,,,,,,,,,,,,,,,,,,,,,,
24450,4.180172882,157,,,,,,,,,,,,,,,,,,,,,,,
24451,4.201073746,157,,,,,,,,,,,,,,,,,,,,,,,
24452,4.222079115,157,,,,,,,,,,,,,,,,,,,,,,,
24453,4.243189511,157,,,,,,,,,,,,,,,,,,,,,,,
24454,4.264405458,157,,,,,,,,,,,,,,,,,,,,,,,
24455,4.285727486,157,,,,,,,,,,,,,,,,,,,,,,,
24456,4.307156123,157,,,,,,,,,,,,,,,,,,,,,,,
24457,4.328691904,157,,,,,,,,,,,,,,,,,,,,,,,
24458,4.350335363,157,,,,,,,,,,,,,,,,,,,,,,,
24459,4.37208704,157,,,,,,,,,,,,,,,,,,,,,,,
24460,4.393947475,157,,,,,,,,,,,,,,,,,,,,,,,
24461,4.415917213,157,,,,,,,,,,,,,,,,,,,,,,,
24462,4.437996799,157,,,,,,,,,,,,,,,,,,,,,,,
24463,4.460186783,157,,,,,,,,,,,,,,,,,,,,,,,
24464,4.482487716,157,,,,,,,,,,,,,,,,,,,,,,,
24465,4.504900155,157,,,,,,,,,,,,,,,,,,,,,,,
24466,4.527424656,157,,,,,,,,,,,,,,,,,,,,,,,
24467,4.550061779,157,,,,,,,,,,,,,,,,,,,,,,,
24468,4.572812088,157,,,,,,,,,,,,,,,,,,,,,,,
24469,4.595676148,157,,,,,,,,,,,,,,,,,,,,,,,
24470,4.618654529,157,,,,,,,,,,,,,,,,,,,,,,,
24471,4.641747802,157,,,,,,,,,,,,,,,,,,,,,,,
24472,4.664956541,157,,,,,,,,,,,,,,,,,,,,,,,
24473,4.688281324,157,,,,,,,,,,,,,,,,,,,,,,,
24474,4.71172273,157,,,,,,,,,,,,,,,,,,,,,,,
24475,4.735281344,157,,,,,,,,,,,,,,,,,,,,,,,
24476,4.758957751,157,,,,,,,,,,,,,,,,,,,,,,,
24477,4.782752539,157,,,,,,,,,,,,,,,,,,,,,,,
24478,4.806666302,157,,,,,,,,,,,,,,,,,,,,,,,
24479,4.830699634,157,,,,,,,,,,,,,,,,,,,,,,,
24480,4.854853132,157,,,,,,,,,,,,,,,,,,,,,,,
24481,4.879127397,157,,,,,,,,,,,,,,,,,,,,,,,
24482,4.903523034,157,,,,,,,,,,,,,,,,,,,,,,,
24483,4.928040649,157,,,,,,,,,,,,,,,,,,,,,,,
24484,4.952680853,157,,,,,,,,,,,,,,,,,,,,,,,
24485,4.977444257,157,,,,,,,,,,,,,,,,,,,,,,,
24486,5.002331478,157,,,,,,,,,,,,,,,,,,,,,,,
24487,5.027343136,157,,,,,,,,,,,,,,,,,,,,,,,
24488,5.052479851,157,,,,,,,,,,,,,,,,,,,,,,,
24489,5.077742251,157,,,,,,,,,,,,,,,,,,,,,,,
24490,5.103130962,157,,,,,,,,,,,,,,,,,,,,,,,
24491,5.128646617,157,,,,,,,,,,,,,,,,,,,,,,,
24492,5.15428985,157,,,,,,,,,,,,,,,,,,,,,,,
24493,5.180061299,157,,,,,,,,,,,,,,,,,,,,,,,
24494,5.205961606,157,,,,,,,,,,,,,,,,,,,,,,,
24495,5.231991414,157,,,,,,,,,,,,,,,,,,,,,,,
24496,5.258151371,157,,,,,,,,,,,,,,,,,,,,,,,
24497,5.284442127,157,,,,,,,,,,,,,,,,,,,,,,,
24498,5.310864338,157,,,,,,,,,,,,,,,,,,,,,,,
24499,5.33741866,157,,,,,,,,,,,,,,,,,,,,,,,
24500,5.364105753,157,,,,,,,,,,,,,,,,,,,,,,,
24501,5.390926282,157,,,,,,,,,,,,,,,,,,,,,,,
24502,5.417880913,157,,,,,,,,,,,,,,,,,,,,,,,
24503,5.444970318,157,,,,,,,,,,,,,,,,,,,,,,,
24504,5.472195169,157,,,,,,,,,,,,,,,,,,,,,,,
24505,5.499556145,157,,,,,,,,,,,,,,,,,,,,,,,
24506,5.527053926,157,,,,,,,,,,,,,,,,,,,,,,,
24507,5.554689196,157,,,,,,,,,,,,,,,,,,,,,,,
24508,5.582462642,157,,,,,,,,,,,,,,,,,,,,,,,
24509,5.610374955,157,,,,,,,,,,,,,,,,,,,,,,,
24510,5.63842683,157,,,,,,,,,,,,,,,,,,,,,,,
24511,5.666618964,157,,,,,,,,,,,,,,,,,,,,,,,
24512,5.694952059,157,,,,,,,,,,,,,,,,,,,,,,,
24513,5.723426819,157,,,,,,,,,,,,,,,,,,,,,,,
24514,5.752043953,157,,,,,,,,,,,,,,,,,,,,,,,
24515,5.780804173,157,,,,,,,,,,,,,,,,,,,,,,,
24516,5.809708194,157,,,,,,,,,,,,,,,,,,,,,,,
24517,5.838756735,157,,,,,,,,,,,,,,,,,,,,,,,
24518,5.867950518,157,,,,,,,,,,,,,,,,,,,,,,,
24519,5.897290271,157,,,,,,,,,,,,,,,,,,,,,,,
24520,5.926776722,157,,,,,,,,,,,,,,,,,,,,,,,
24521,5.956410606,157,,,,,,,,,,,,,,,,,,,,,,,
24522,5.986192659,157,,,,,,,,,,,,,,,,,,,,,,,
24523,6.016123622,157,,,,,,,,,,,,,,,,,,,,,,,
24524,6.04620424,157,,,,,,,,,,,,,,,,,,,,,,,
24525,6.076435261,157,,,,,,,,,,,,,,,,,,,,,,,
24526,6.106817438,157,,,,,,,,,,,,,,,,,,,,,,,
24527,6.137351525,157,,,,,,,,,,,,,,,,,,,,,,,
24528,6.168038283,157,,,,,,,,,,,,,,,,,,,,,,,
24529,6.198878474,157,,,,,,,,,,,,,,,,,,,,,,,
24530,6.229872866,157,,,,,,,,,,,,,,,,,,,,,,,
24531,6.261022231,157,,,,,,,,,,,,,,,,,,,,,,,
24532,6.292327342,157,,,,,,,,,,,,,,,,,,,,,,,
24533,6.323788978,157,,,,,,,,,,,,,,,,,,,,,,,
24534,6.355407923,157,,,,,,,,,,,,,,,,,,,,,,,
24535,6.387184963,157,,,,,,,,,,,,,,,,,,,,,,,
24536,6.419120888,157,,,,,,,,,,,,,,,,,,,,,,,
24537,6.451216492,157,,,,,,,,,,,,,,,,,,,,,,,
24538,6.483472575,157,,,,,,,,,,,,,,,,,,,,,,,
24539,6.515889938,157,,,,,,,,,,,,,,,,,,,,,,,
24540,6.548469387,157,,,,,,,,,,,,,,,,,,,,,,,
24541,6.581211734,157,,,,,,,,,,,,,,,,,,,,,,,
24542,6.614117793,157,,,,,,,,,,,,,,,,,,,,,,,
24543,6.647188382,157,,,,,,,,,,,,,,,,,,,,,,,
24544,6.680424324,157,,,,,,,,,,,,,,,,,,,,,,,
24545,6.713826445,157,,,,,,,,,,,,,,,,,,,,,,,
24546,6.747395578,157,,,,,,,,,,,,,,,,,,,,,,,
24547,6.781132555,157,,,,,,,,,,,,,,,,,,,,,,,
24548,6.815038218,157,,,,,,,,,,,,,,,,,,,,,,,
24549,6.849113409,157,,,,,,,,,,,,,,,,,,,,,,,
24550,6.883358976,157,,,,,,,,,,,,,,,,,,,,,,,
24551,6.917775771,157,,,,,,,,,,,,,,,,,,,,,,,
24552,6.95236465,157,,,,,,,,,,,,,,,,,,,,,,,
24553,6.987126473,157,,,,,,,,,,,,,,,,,,,,,,,
24554,7.022062106,157,,,,,,,,,,,,,,,,,,,,,,,
24555,7.057172416,157,,,,,,,,,,,,,,,,,,,,,,,
24556,7.092458278,157,,,,,,,,,,,,,,,,,,,,,,,
24557,7.12792057,157,,,,,,,,,,,,,,,,,,,,,,,
24558,7.163560173,157,,,,,,,,,,,,,,,,,,,,,,,
24559,7.199377973,157,,,,,,,,,,,,,,,,,,,,,,,
24560,7.235374863,157,,,,,,,,,,,,,,,,,,,,,,,
24561,7.271551738,157,,,,,,,,,,,,,,,,,,,,,,,
24562,7.307909496,157,,,,,,,,,,,,,,,,,,,,,,,
24563,7.344449044,157,,,,,,,,,,,,,,,,,,,,,,,
24564,7.381171289,157,,,,,,,,,,,,,,,,,,,,,,,
24565,7.418077145,157,,,,,,,,,,,,,,,,,,,,,,,
24566,7.455167531,157,,,,,,,,,,,,,,,,,,,,,,,
24567,7.492443369,157,,,,,,,,,,,,,,,,,,,,,,,
24568,7.529905586,157,,,,,,,,,,,,,,,,,,,,,,,
24569,7.567555114,157,,,,,,,,,,,,,,,,,,,,,,,
24570,7.605392889,157,,,,,,,,,,,,,,,,,,,,,,,
24571,7.643419854,157,,,,,,,,,,,,,,,,,,,,,,,
24572,7.681636953,157,,,,,,,,,,,,,,,,,,,,,,,
24573,7.720045138,157,,,,,,,,,,,,,,,,,,,,,,,
24574,7.758645363,157,,,,,,,,,,,,,,,,,,,,,,,
24575,7.79743859,157,,,,,,,,,,,,,,,,,,,,,,,
24576,7.836425783,157,,,,,,,,,,,,,,,,,,,,,,,
24577,7.875607912,157,,,,,,,,,,,,,,,,,,,,,,,
24578,7.914985952,157,,,,,,,,,,,,,,,,,,,,,,,
24579,7.954560881,157,,,,,,,,,,,,,,,,,,,,,,,
24580,7.994333686,157,,,,,,,,,,,,,,,,,,,,,,,
24581,8.034305354,157,,,,,,,,,,,,,,,,,,,,,,,
24582,8.074476881,157,,,,,,,,,,,,,,,,,,,,,,,
24583,8.114849265,157,,,,,,,,,,,,,,,,,,,,,,,
24584,8.155423512,157,,,,,,,,,,,,,,,,,,,,,,,
24585,8.196200629,157,,,,,,,,,,,,,,,,,,,,,,,
24586,8.237181632,157,,,,,,,,,,,,,,,,,,,,,,,
24587,8.278367541,157,,,,,,,,,,,,,,,,,,,,,,,
24588,8.319759378,157,,,,,,,,,,,,,,,,,,,,,,,
24589,8.361358175,157,,,,,,,,,,,,,,,,,,,,,,,
24590,8.403164966,157,,,,,,,,,,,,,,,,,,,,,,,
24591,8.445180791,157,,,,,,,,,,,,,,,,,,,,,,,
24592,8.487406695,157,,,,,,,,,,,,,,,,,,,,,,,
24593,8.529843728,157,,,,,,,,,,,,,,,,,,,,,,,
24594,8.572492947,157,,,,,,,,,,,,,,,,,,,,,,,
24595,8.615355412,157,,,,,,,,,,,,,,,,,,,,,,,
24596,8.658432189,157,,,,,,,,,,,,,,,,,,,,,,,
24597,8.70172435,157,,,,,,,,,,,,,,,,,,,,,,,
24598,8.745232971,157,,,,,,,,,,,,,,,,,,,,,,,
24599,8.788959136,157,,,,,,,,,,,,,,,,,,,,,,,
24600,8.832903932,157,,,,,,,,,,,,,,,,,,,,,,,
24601,8.877068452,157,,,,,,,,,,,,,,,,,,,,,,,
24602,8.921453794,157,,,,,,,,,,,,,,,,,,,,,,,
24603,8.966061063,157,,,,,,,,,,,,,,,,,,,,,,,
24604,9.010891368,157,,,,,,,,,,,,,,,,,,,,,,,
24605,9.055945825,157,,,,,,,,,,,,,,,,,,,,,,,
24606,9.101225554,157,,,,,,,,,,,,,,,,,,,,,,,
24607,9.146731682,157,,,,,,,,,,,,,,,,,,,,,,,
24608,9.19246534,157,,,,,,,,,,,,,,,,,,,,,,,
24609,9.238427667,157,,,,,,,,,,,,,,,,,,,,,,,
24610,9.284619805,157,,,,,,,,,,,,,,,,,,,,,,,
24611,9.331042904,157,,,,,,,,,,,,,,,,,,,,,,,
24612,9.377698119,157,,,,,,,,,,,,,,,,,,,,,,,
24613,9.42458661,157,,,,,,,,,,,,,,,,,,,,,,,
24614,9.471709543,157,,,,,,,,,,,,,,,,,,,,,,,
24615,9.51906809,157,,,,,,,,,,,,,,,,,,,,,,,
24616,9.566663431,157,,,,,,,,,,,,,,,,,,,,,,,
24617,9.614496748,157,,,,,,,,,,,,,,,,,,,,,,,
24618,9.662569232,157,,,,,,,,,,,,,,,,,,,,,,,
24619,9.710882078,157,,,,,,,,,,,,,,,,,,,,,,,
24620,9.759436488,157,,,,,,,,,,,,,,,,,,,,,,,
24621,9.808233671,157,,,,,,,,,,,,,,,,,,,,,,,
24622,9.857274839,157,,,,,,,,,,,,,,,,,,,,,,,
24623,9.906561213,157,,,,,,,,,,,,,,,,,,,,,,,
24624,9.956094019,157,,,,,,,,,,,,,,,,,,,,,,,
24625,1.000587449,158,,,,,,,,,,,,,,,,,,,,,,,
24626,1.005590386,158,,,,,,,,,,,,,,,,,,,,,,,
24627,1.010618338,158,,,,,,,,,,,,,,,,,,,,,,,
24628,1.01567143,158,,,,,,,,,,,,,,,,,,,,,,,
24629,1.020749787,158,,,,,,,,,,,,,,,,,,,,,,,
24630,1.025853536,158,,,,,,,,,,,,,,,,,,,,,,,
24631,1.030982804,158,,,,,,,,,,,,,,,,,,,,,,,
24632,1.036137718,158,,,,,,,,,,,,,,,,,,,,,,,
24633,1.041318406,158,,,,,,,,,,,,,,,,,,,,,,,
24634,1.046524998,158,,,,,,,,,,,,,,,,,,,,,,,
24635,1.051757623,158,,,,,,,,,,,,,,,,,,,,,,,
24636,1.057016411,158,,,,,,,,,,,,,,,,,,,,,,,
24637,1.062301493,158,,,,,,,,,,,,,,,,,,,,,,,
24638,1.067613001,158,,,,,,,,,,,,,,,,,,,,,,,
24639,1.072951066,158,,,,,,,,,,,,,,,,,,,,,,,
24640,1.078315821,158,,,,,,,,,,,,,,,,,,,,,,,
24641,1.0837074,158,,,,,,,,,,,,,,,,,,,,,,,
24642,1.089125937,158,,,,,,,,,,,,,,,,,,,,,,,
24643,1.094571567,158,,,,,,,,,,,,,,,,,,,,,,,
24644,1.100044425,158,,,,,,,,,,,,,,,,,,,,,,,
24645,1.105544647,158,,,,,,,,,,,,,,,,,,,,,,,
24646,1.11107237,158,,,,,,,,,,,,,,,,,,,,,,,
24647,1.116627732,158,,,,,,,,,,,,,,,,,,,,,,,
24648,1.122210871,158,,,,,,,,,,,,,,,,,,,,,,,
24649,1.127821925,158,,,,,,,,,,,,,,,,,,,,,,,
24650,1.133461035,158,,,,,,,,,,,,,,,,,,,,,,,
24651,1.13912834,158,,,,,,,,,,,,,,,,,,,,,,,
24652,1.144823982,158,,,,,,,,,,,,,,,,,,,,,,,
24653,1.150548101,158,,,,,,,,,,,,,,,,,,,,,,,
24654,1.156300842,158,,,,,,,,,,,,,,,,,,,,,,,
24655,1.162082346,158,,,,,,,,,,,,,,,,,,,,,,,
24656,1.167892758,158,,,,,,,,,,,,,,,,,,,,,,,
24657,1.173732222,158,,,,,,,,,,,,,,,,,,,,,,,
24658,1.179600883,158,,,,,,,,,,,,,,,,,,,,,,,
24659,1.185498887,158,,,,,,,,,,,,,,,,,,,,,,,
24660,1.191426382,158,,,,,,,,,,,,,,,,,,,,,,,
24661,1.197383514,158,,,,,,,,,,,,,,,,,,,,,,,
24662,1.203370431,158,,,,,,,,,,,,,,,,,,,,,,,
24663,1.209387283,158,,,,,,,,,,,,,,,,,,,,,,,
24664,1.21543422,158,,,,,,,,,,,,,,,,,,,,,,,
24665,1.221511391,158,,,,,,,,,,,,,,,,,,,,,,,
24666,1.227618948,158,,,,,,,,,,,,,,,,,,,,,,,
24667,1.233757042,158,,,,,,,,,,,,,,,,,,,,,,,
24668,1.239925828,158,,,,,,,,,,,,,,,,,,,,,,,
24669,1.246125457,158,,,,,,,,,,,,,,,,,,,,,,,
24670,1.252356084,158,,,,,,,,,,,,,,,,,,,,,,,
24671,1.258617865,158,,,,,,,,,,,,,,,,,,,,,,,
24672,1.264910954,158,,,,,,,,,,,,,,,,,,,,,,,
24673,1.271235509,158,,,,,,,,,,,,,,,,,,,,,,,
24674,1.277591686,158,,,,,,,,,,,,,,,,,,,,,,,
24675,1.283979645,158,,,,,,,,,,,,,,,,,,,,,,,
24676,1.290399543,158,,,,,,,,,,,,,,,,,,,,,,,
24677,1.296851541,158,,,,,,,,,,,,,,,,,,,,,,,
24678,1.303335798,158,,,,,,,,,,,,,,,,,,,,,,,
24679,1.309852477,158,,,,,,,,,,,,,,,,,,,,,,,
24680,1.31640174,158,,,,,,,,,,,,,,,,,,,,,,,
24681,1.322983748,158,,,,,,,,,,,,,,,,,,,,,,,
24682,1.329598667,158,,,,,,,,,,,,,,,,,,,,,,,
24683,1.33624666,158,,,,,,,,,,,,,,,,,,,,,,,
24684,1.342927894,158,,,,,,,,,,,,,,,,,,,,,,,
24685,1.349642533,158,,,,,,,,,,,,,,,,,,,,,,,
24686,1.356390746,158,,,,,,,,,,,,,,,,,,,,,,,
24687,1.3631727,158,,,,,,,,,,,,,,,,,,,,,,,
24688,1.369988563,158,,,,,,,,,,,,,,,,,,,,,,,
24689,1.376838506,158,,,,,,,,,,,,,,,,,,,,,,,
24690,1.383722698,158,,,,,,,,,,,,,,,,,,,,,,,
24691,1.390641312,158,,,,,,,,,,,,,,,,,,,,,,,
24692,1.397594518,158,,,,,,,,,,,,,,,,,,,,,,,
24693,1.404582491,158,,,,,,,,,,,,,,,,,,,,,,,
24694,1.411605403,158,,,,,,,,,,,,,,,,,,,,,,,
24695,1.41866343,158,,,,,,,,,,,,,,,,,,,,,,,
24696,1.425756748,158,,,,,,,,,,,,,,,,,,,,,,,
24697,1.432885531,158,,,,,,,,,,,,,,,,,,,,,,,
24698,1.440049959,158,,,,,,,,,,,,,,,,,,,,,,,
24699,1.447250209,158,,,,,,,,,,,,,,,,,,,,,,,
24700,1.45448646,158,,,,,,,,,,,,,,,,,,,,,,,
24701,1.461758892,158,,,,,,,,,,,,,,,,,,,,,,,
24702,1.469067687,158,,,,,,,,,,,,,,,,,,,,,,,
24703,1.476413025,158,,,,,,,,,,,,,,,,,,,,,,,
24704,1.48379509,158,,,,,,,,,,,,,,,,,,,,,,,
24705,1.491214066,158,,,,,,,,,,,,,,,,,,,,,,,
24706,1.498670136,158,,,,,,,,,,,,,,,,,,,,,,,
24707,1.506163487,158,,,,,,,,,,,,,,,,,,,,,,,
24708,1.513694304,158,,,,,,,,,,,,,,,,,,,,,,,
24709,1.521262776,158,,,,,,,,,,,,,,,,,,,,,,,
24710,1.528869089,158,,,,,,,,,,,,,,,,,,,,,,,
24711,1.536513435,158,,,,,,,,,,,,,,,,,,,,,,,
24712,1.544196002,158,,,,,,,,,,,,,,,,,,,,,,,
24713,1.551916982,158,,,,,,,,,,,,,,,,,,,,,,,
24714,1.559676567,158,,,,,,,,,,,,,,,,,,,,,,,
24715,1.56747495,158,,,,,,,,,,,,,,,,,,,,,,,
24716,1.575312325,158,,,,,,,,,,,,,,,,,,,,,,,
24717,1.583188886,158,,,,,,,,,,,,,,,,,,,,,,,
24718,1.591104831,158,,,,,,,,,,,,,,,,,,,,,,,
24719,1.599060355,158,,,,,,,,,,,,,,,,,,,,,,,
24720,1.607055657,158,,,,,,,,,,,,,,,,,,,,,,,
24721,1.615090935,158,,,,,,,,,,,,,,,,,,,,,,,
24722,1.62316639,158,,,,,,,,,,,,,,,,,,,,,,,
24723,1.631282221,158,,,,,,,,,,,,,,,,,,,,,,,
24724,1.639438633,158,,,,,,,,,,,,,,,,,,,,,,,
24725,1.647635826,158,,,,,,,,,,,,,,,,,,,,,,,
24726,1.655874005,158,,,,,,,,,,,,,,,,,,,,,,,
24727,1.664153375,158,,,,,,,,,,,,,,,,,,,,,,,
24728,1.672474142,158,,,,,,,,,,,,,,,,,,,,,,,
24729,1.680836512,158,,,,,,,,,,,,,,,,,,,,,,,
24730,1.689240695,158,,,,,,,,,,,,,,,,,,,,,,,
24731,1.697686899,158,,,,,,,,,,,,,,,,,,,,,,,
24732,1.706175333,158,,,,,,,,,,,,,,,,,,,,,,,
24733,1.71470621,158,,,,,,,,,,,,,,,,,,,,,,,
24734,1.723279741,158,,,,,,,,,,,,,,,,,,,,,,,
24735,1.731896139,158,,,,,,,,,,,,,,,,,,,,,,,
24736,1.74055562,158,,,,,,,,,,,,,,,,,,,,,,,
24737,1.749258398,158,,,,,,,,,,,,,,,,,,,,,,,
24738,1.75800469,158,,,,,,,,,,,,,,,,,,,,,,,
24739,1.766794714,158,,,,,,,,,,,,,,,,,,,,,,,
24740,1.775628687,158,,,,,,,,,,,,,,,,,,,,,,,
24741,1.784506831,158,,,,,,,,,,,,,,,,,,,,,,,
24742,1.793429365,158,,,,,,,,,,,,,,,,,,,,,,,
24743,1.802396512,158,,,,,,,,,,,,,,,,,,,,,,,
24744,1.811408494,158,,,,,,,,,,,,,,,,,,,,,,,
24745,1.820465537,158,,,,,,,,,,,,,,,,,,,,,,,
24746,1.829567864,158,,,,,,,,,,,,,,,,,,,,,,,
24747,1.838715704,158,,,,,,,,,,,,,,,,,,,,,,,
24748,1.847909282,158,,,,,,,,,,,,,,,,,,,,,,,
24749,1.857148829,158,,,,,,,,,,,,,,,,,,,,,,,
24750,1.866434573,158,,,,,,,,,,,,,,,,,,,,,,,
24751,1.875766746,158,,,,,,,,,,,,,,,,,,,,,,,
24752,1.885145579,158,,,,,,,,,,,,,,,,,,,,,,,
24753,1.894571307,158,,,,,,,,,,,,,,,,,,,,,,,
24754,1.904044164,158,,,,,,,,,,,,,,,,,,,,,,,
24755,1.913564385,158,,,,,,,,,,,,,,,,,,,,,,,
24756,1.923132207,158,,,,,,,,,,,,,,,,,,,,,,,
24757,1.932747868,158,,,,,,,,,,,,,,,,,,,,,,,
24758,1.942411607,158,,,,,,,,,,,,,,,,,,,,,,,
24759,1.952123665,158,,,,,,,,,,,,,,,,,,,,,,,
24760,1.961884283,158,,,,,,,,,,,,,,,,,,,,,,,
24761,1.971693705,158,,,,,,,,,,,,,,,,,,,,,,,
24762,1.981552173,158,,,,,,,,,,,,,,,,,,,,,,,
24763,1.991459934,158,,,,,,,,,,,,,,,,,,,,,,,
24764,2.001417234,158,,,,,,,,,,,,,,,,,,,,,,,
24765,2.01142432,158,,,,,,,,,,,,,,,,,,,,,,,
24766,2.021481442,158,,,,,,,,,,,,,,,,,,,,,,,
24767,2.031588849,158,,,,,,,,,,,,,,,,,,,,,,,
24768,2.041746793,158,,,,,,,,,,,,,,,,,,,,,,,
24769,2.051955527,158,,,,,,,,,,,,,,,,,,,,,,,
24770,2.062215305,158,,,,,,,,,,,,,,,,,,,,,,,
24771,2.072526381,158,,,,,,,,,,,,,,,,,,,,,,,
24772,2.082889013,158,,,,,,,,,,,,,,,,,,,,,,,
24773,2.093303458,158,,,,,,,,,,,,,,,,,,,,,,,
24774,2.103769975,158,,,,,,,,,,,,,,,,,,,,,,,
24775,2.114288825,158,,,,,,,,,,,,,,,,,,,,,,,
24776,2.124860269,158,,,,,,,,,,,,,,,,,,,,,,,
24777,2.135484571,158,,,,,,,,,,,,,,,,,,,,,,,
24778,2.146161994,158,,,,,,,,,,,,,,,,,,,,,,,
24779,2.156892804,158,,,,,,,,,,,,,,,,,,,,,,,
24780,2.167677268,158,,,,,,,,,,,,,,,,,,,,,,,
24781,2.178515654,158,,,,,,,,,,,,,,,,,,,,,,,
24782,2.189408232,158,,,,,,,,,,,,,,,,,,,,,,,
24783,2.200355273,158,,,,,,,,,,,,,,,,,,,,,,,
24784,2.21135705,158,,,,,,,,,,,,,,,,,,,,,,,
24785,2.222413835,158,,,,,,,,,,,,,,,,,,,,,,,
24786,2.233525904,158,,,,,,,,,,,,,,,,,,,,,,,
